SuperCategory,SubCategory,Level,guideword,Can-do statement,Example
DETERMINERS,quantity,A2,FORM: DETERMINER + 'OF' + DETERMINER,"Can use a range of quantifying determiners + 'of' + determiner ('all of', 'some of', 'both of', 'many of', 'any of', number + 'of', 'each of'). ► pronouns: quantity","I spent all of my money!
Some of my friends gave me books.
The competition was very tough because both of the teams were good.
Many of my relatives and friends had come.
I enjoyed the party. I had invited five of my friends and my family.
Without a library card you can't take any of the books with you."
DETERMINERS,quantity,B1,FORM: WITH PLURAL NOUNS ,"Can use a wide range of quantifying determiners with plural nouns ('several', 'millions of', 'a few of').","So several days ago we received a complaint.
I took it and wished to have millions of dollars.
They interviewed a few of the students, the teachers and the headmistress."
DETERMINERS,quantity,B1,FORM/USE: WITH UNCOUNTABLE NOUNS ,"Can use quantifying determiners with uncountable nouns, often in informal and/or spoken contexts ('a little', 'a bit of' and 'a little bit of').","I went with my friends so we could spend a little time together.
I had a bit of free time, so I took the bus and I went to my friend's house.
I just watch a little bit of TV when I come home from school."
DETERMINERS,quantity,B1,FORM: WITH PLURAL AND UNCOUNTABLE NOUNS,"Can use an increasing range of quantifying determiners with both plural nouns and uncountable nouns ('most', 'enough', 'plenty of', 'loads of').","I'm convinced that most people watch too much TV these days.
If you haven't got enough credit on your phone, we can meet at 11 am at the bookshop.
I think if we meet at 8 pm, we'll have plenty of time to buy the tickets and some drinks.
We went to loads of beautiful places."
DETERMINERS,quantity,B1,"FORM: 'MUCH' WITH UNCOUNTABLE NOUNS, INTERROGATIVE",Can use 'much' with uncountable nouns in interrogative contexts. ,"How much television do you watch?
Do you watch much TV?"
DETERMINERS,quantity,B1,"FORM: 'SO MUCH', 'TOO MUCH' WITH UNCOUNTABLE NOUNS",Can use 'so much' and 'too much' with uncountable nouns.,"Hello Marina. Unfortunately I have so much work at the moment that I can't help you.
My neighbours are making too much noise."
DETERMINERS,quantity,B1,"FORM: 'MANY' WITH PLURAL NOUNS, INTERROGATIVE",Can use 'many' with plural nouns in interrogative contexts. ,"Have you got many friends in England?
How many channels are there in Britain?"
DETERMINERS,quantity,B1,FORM: DETERMINER + 'OF' + DETERMINER ,"Can use an increasing range of quantifying determiners + 'of' + determiner ('half of', 'enough of', 'none of',).► pronouns","In my opinion you should spend half of your holiday with your parents and the other half with your friends: I think this would be the best thing to do.
Anyway that's enough of my news!
Although I knew which kind of dress I wanted, none of the stores had it."
DETERMINERS,quantity,B1,FORM: MODIFYING,Can modify determiners with adverbs. ► adverbs,"Because almost all of the programmes are stupid.
His name is Richard and since we were just little kids, we've spent nearly every day together."
DETERMINERS,quantity,B2,FORM: 'LITTLE/FEW',"Can use modifier + 'little' + uncountable nouns and modifier + 'few' + countable nouns, to indicate a lack of something or not as much as expected of something.► adverbs","I spend very little time outside, and I know I do not have enough stamina and strength.
We are sick of working hard for so little money.
There are so few animals living on the earth today and the pandas have so few places left to live and to eat, so we must try helping these animals."
DETERMINERS,quantity,C1,"FORM: 'EITHER', 'NEITHER' WITH SINGULAR NOUNS",Can use 'either' and 'neither' with singular nouns.,"Second, we would draw your attention to the fact that neither party could foresee or predict the recent rise in the price of wheat.
In the Czech Republic, somewhere between those two extremes, either way is possible.
This way, the toilet can be accessed easily from either floor."
DETERMINERS,quantity,C1,"FORM: 'EITHER', 'NEITHER' + 'OF' + DETERMINER WITH PLURAL NOUNS",Can use 'either' and 'neither' + 'of' with plural noun phrases or pronouns.► pronouns,"Either of the measures is recommended and those measures are bound to enhance the company's competitive power.
Of course if you are not at all interested in sports, neither of these games will be of any interest to you.
However, you forgot to add that neither of us could foresee the rise in the price of wheat."
DETERMINERS,quantity,C1,USE: HYPERBOLE,"Can use determiners in hyperbole, often in informal contexts ('millions of', 'loads of', 'tons of').","My kitchen is absolutely cramped. I love cooking and despite the fact that I have no space, I managed to fit in a table as well as millions of cookbooks and all the necessary kitchen tools.
I'm going to make loads of cookies this year and will give them in nice little boxes to my family and friends.
I received tons of plastic ducks every time I had my birthday or some kind of celebration."
DETERMINERS,quantity,C2,"FORM/USE: 'MANY A' WITH SINGULAR NOUNS, FOR FOCUS",Can use 'many a' or 'many an' + singular noun for emphasis and focus.,"We have come a long way and climbed many a mountain but are we really better off than our ancestors?
Her father's pharmacy was broken into very often, the local drug addicts were relentless and Mary was threatened many a time on her way home from work.
It has raised many an issue which I would like to comment upon here."
FUTURE,future continuous,A2,FORM: AFFIRMATIVE WITH 'WILL' ,Can use the affirmative form with 'will'.,"I'll be waiting for you.
We will be starting at 12 o'clock this afternoon."
FUTURE,future continuous,A2,USE: FUTURE ARRANGEMENTS,Can use the future continuous with 'will' to talk about an event or action in progress at a specified time in the future.,"Tomorrow please come at 4.30 pm because I'll be working before.
Tomorrow I'll be studying in the morning, so you can come at 2."
FUTURE,future continuous,B1,FORM: AFFIRMATIVE,Can use the affirmative form with 'will' and 'shall'.,"However, I shall be attending class the day after tomorrow and I shall cover the work I miss by copying it from John.
We will be waiting for you at the River's Café at 6.30."
FUTURE,future continuous,B1,FORM: NEGATIVE WITH 'WILL',Can use the negative form with 'will' ('won’t').,"I would like you to know that I won't be attending your English class next week.
I won't be coming because my family and I are going on a tour of London."
FUTURE,future continuous,B2,FORM: QUESTIONS ,Can use 'yes/no' and 'wh-' question forms with 'will'. ,"Will they be holding any activities at night?
Will I be needing any money?
What will you be doing in a few years if now you don't even try to do anything?"
FUTURE,future continuous,B2,USE: POLITENESS,"Can use the future continuous with 'will' as a polite question form, in place of the present simple or future simple.  ",Will I be needing any money?
FUTURE,future continuous,C1,USE: EXPECTATIONS WITH 'MIGHT' OR 'MAY',Can use the future continuous with 'might' or 'may' to talk about an event or activity potentially in progress at a specified or understood time in the future.,"As far as I'm concerned, we should definitely do some additional publicity, particularly for the new offerings which might be coming up.
For example, your boss may be calling at 10 pm asking you to prepare a report for next day's meeting."
FUTURE,future expressions with be,B2,FORM: 'BE ABOUT TO',Can use the present forms of 'be' + 'about to'.  ,"You are not going to believe what I am about to tell you!
I'm in a hurry, my class is about to begin.
They are to offer the spectators a view of the variety and the beauty of the world we are surrounded by and which we are about to destroy."
FUTURE,future expressions with be,B2,FORM: 'BE DUE TO',Can use the present form of 'be' + 'due to'. ,"I am afraid that July is the only appropriate month, because I am due to start work in August.
As some of the members of our team are due to be present at a sales promotion programme next Friday, the marketing meeting once scheduled for next Friday is postponed to next Saturday."
FUTURE,future expressions with be,B2,FORM: 'BE TO',Can use the present form of 'be' + 'to'.,"Dear Erica, I am sorry that I cannot attend the meeting at head office as expected, as I am to go on a business trip to New York then.
He is to come to Athens next Friday."
FUTURE,future expressions with be,B2,USE: IMMEDIATE FUTURE WITH 'BE ABOUT TO',"Can use 'be about to' to talk about the immediate future, often with 'just'. ","I know what you 're about to answer, and moreover you might be right;
We're about to introduce a new identity card system in our company.
My company has a high reputation for manufacturing healthy foods and we are just about to launch a newly-developed healthy snack for children which requires financial backing urgently."
FUTURE,future expressions with be,B2,USE: OBLIGATIONS AND  INSTRUCTIONS WITH 'BE TO',Can use 'be to' talk about future obligations and to give instructions. ,"We have no right to do so, because they are to be respected as much as any other living form on this planet!
They are to have their passports with them.
You're to sit in front of the TV and just watch the film."
FUTURE,future expressions with be,B2,USE: SCHEDULES,"Can use 'be due to' and, more formally, 'be to' talk about things that are scheduled or expected. ","Our annual conference for HR managers is due to take place on 10 December 2010.
However, the demand for products is still estimated as ‘normal’ and is due to increase within the next 6 months.
I am sorry but we are to leave a bit earlier - at about 16.00."
FUTURE,future in the past,B1,USE: 'BE GOING TO',Can use the simple past form of 'be' + 'going to' to talk about the future from a point in the past. ► 'be going to' ,"She was going to return it but she saw something very strange, her number was on the screen.
She didn't know what was going to happen.
We were going to meet two days later in the square next to the centre."
FUTURE,future in the past,B1,USE: 'WOULD' ,Can use 'would' to talk about the future from a point in the past.► 'would',"I've just bought a new dress, and a beautiful black T-shirt. When I saw them, I thought they would be great for tonight's party.
 we thought that the film would be horrible because of the title but when the film started, the story was beautiful and Mauricio and I liked it a lot.
As I saw the advert, I knew it would be a lovely birthday present."
FUTURE,future in the past,B2,USE: 'BE ABOUT TO',Can use the simple past form of 'be' + 'about to' (often with 'just') to talk about the immediate future from a point in the past. ,"Two days before, I told him that our father was about to buy a brand new car.
When I was about to answer the question, I realised that it was not as easy as I had thought.
Dear Helen, Believe it or not, I was just about to write you a letter when I received yours.
Just as we were about to climb through the broken window, a policeman arrived on the scene."
FUTURE,future in the past,B2,USE: 'BE ON THE POINT OF',Can use the simple past form of 'be' + 'on the point of' + '-ing' to talk about things that were expected to happen soon after a point in the past. ,"In addition, when I was on the point of leaving the office, another phone rang.
In fact he simulated his death to escape from the police, who were on the point of catching him fora penicillin racket."
FUTURE,future in the past,C2,USE: 'BE DUE TO' ,Can use the simple past form of 'be' + 'due to' to talk about scheduled events in the future from a point in the past. ,"It was quite early in the morning, only 7.15 am, and my plane was due to leave in about 40 minutes.
Ten minutes after the time we were due to begin, she arrived.
We have succeeded in persuading the local Council that the factory that was due to be built near the lake was dangerous."
FUTURE,future perfect continuous,B2,FORM: AFFIRMATIVE ,Can use the affirmative form with 'will'.,This summer I will have been working for three years for my company 
FUTURE,future perfect continuous,B2,FORM: NEGATIVE,,
FUTURE,future perfect continuous,B2,USE: LOOKING BACK FROM A POINT IN THE FUTURE ,Can use the future perfect continuous to look back to the past from a point in the future and to emphasise the duration of an activity or event.,"Now I am staying in Hastings in England and this month, I will have been studying English for seven months.
I think I could have a holiday just in July because I will have been working for my company for one year by the end of the June."
FUTURE,future perfect continuous,C2,USE: ASSUMPTIONS,Can use the future perfect continuous to make assumptions about the present.,I do not think that this aspect is really necessary because it is supposed that  you will have been studying very hard to occupy that job .
FUTURE,future perfect simple,B2,FORM: AFFIRMATIVE,Can use the affirmative form with 'will'. ,"I'm sure I will have learned today's lesson by the next lesson.
It seems that the decorative role of clothes will have disappeared by the year 2050."
FUTURE,future perfect simple,B2,FORM: NEGATIVE ,Can use the negative form with 'will'. ,"I think that the best time for me to visit Scotland would be in July, because I will not have finished my university exams by June.
Once we have finished, it we won't have done more than 40 km, and there are just another 10 to get to the Lakeside Inn."
FUTURE,future perfect simple,B2,USE: EVENTS COMPLETED IN THE FUTURE,Can use the future perfect simple with 'will' to talk about something which is expected to be completed (or not completed) by a certain point in the future.,"There is no problem if you want to leave at 4.30 pm as the match will have finished by that time.
First of all, if you go to work by bicycle every day, at the end of the month you will have saved more money because you won't have spent it buying petrol."
FUTURE,future perfect simple,C1,FORM: WITH ADVERBS ,Can use the future perfect with adverbs (in the normal mid-position). ,"If you have ever read a fairytale by Hans Christian Andersen you will surely have discovered why this man is so famous worldwide.
However, sales will possibly have fallen to 5000 units again by the end of the year."
FUTURE,future perfect simple,C1,USE: ASSUMPTIONS,"Can use the future perfect simple with 'will' to make assumptions about the present, particularly with 'you'.","As you will have heard, this year's work experience programme in Britain was in general a success.
All of this is because her book will have included the cultural traditions that go with the dishes."
FUTURE,future perfect simple,C1,USE: POLITENESS,"Can use the future perfect simple with 'will' as a politeness strategy, often in formal contexts.",I hope I will have reassured you.
FUTURE,future perfect simple,C2,FORM: QUESTIONS ,Can use the question form of the future perfect simple.,Will he have changed?
FUTURE,future with will and shall,A1,FORM: AFFIRMATIVE 'WILL',Can use the affirmative forms 'will' and ''ll'. ,"I will see you soon.
I'll come at 7 o'clock."
FUTURE,future with will and shall,A1,USE: PLANS AND INTENTIONS WITH 'WILL',Can use 'will' and ''ll' to talk about plans and intentions. ,"I will try to come to see you tomorrow.
I'll bring a football ball with me."
FUTURE,future with will and shall,A2,FORM: AFFIRMATIVE 'SHALL',Can use the affirmative form 'shall' with 'I' and 'we'. ,"I shall come with you.
We shall take a bus to the sports centre.
We shall go together next year! )"
FUTURE,future with will and shall,A2,FORM: NEGATIVE 'WILL',Can use the negative forms 'will not' and 'won't'.,"Without them I will not be able to play football.
Can you come at 7 o'clock? I won't be at home before."
FUTURE,future with will and shall,A2,FORM: QUESTIONS ,Can use the question forms of 'will' and 'shall'.,"Will you come?
And what shall I bring to the party?"
FUTURE,future with will and shall,A2,USE: OFFERS WITH 'SHALL',Can use 'shall I' to make offers.,"Shall I wait for you?
Shall I buy you one?"
FUTURE,future with will and shall,A2,USE: PLANS AND  INTENTIONS WITH 'WILL',Can use 'will' to ask about plans and intentions. ,"Will you have a mobile phone?
Will you come by train?"
FUTURE,future with will and shall,A2,USE: REQUESTS WITH 'WILL',Can use 'will' to make requests.,"Will you come tomorrow at 6.35 pm to my house?
Will you send it for me?"
FUTURE,future with will and shall,A2,USE: SUGGESTIONS WITH 'SHALL',Can use 'shall we' to make suggestions.,"Shall we go to my friend's house to get it?
Shall we go there together?"
FUTURE,future with will and shall,A2,USE: WILLINGNESS WITH 'WILL',Can use 'will' to express willingness. ,"My mother will drive us there.
 and my elder sister will help us too."
FUTURE,future with will and shall,B1,USE: FIXED PLANS WITH 'WILL',"Can use 'will' to talk about fixed plans, often with timetabled times and dates.","The work will start at 8 a.m. and finish at 2 p.m. The new schedule starts on 1 June.
I won't be able to get there at the time we agreed."
FUTURE,future with will and shall,B1,USE: PREDICTIONS WITH 'WILL' ,Can use 'will' and '‘ll' to make predictions. ,"It will be hotter because of global warming.
But, if you go on holiday with your parents, there are some advantages too: you will not have money problems and your parents will not worry about you too much!
I won't live here in the future, because in March I'm moving to Lima, to study at the university."
FUTURE,future with will and shall,B1,USE: IMMEDIATE PLANS WITH 'SHALL',Can use 'shall' with 'I' and 'we' to talk about plans and intentions.,"I promise that I shall cover all the work and give it to you tomorrow.
After that, I shall go to the beach.
We shall have a meeting regarding this next week."
FUTURE,future with will and shall,C1,FORM: NEGATIVE 'SHALL' ,Can use the negative form 'shall not'.,"However, we shall not forget to mention the legal and social consequences of such a merger to the average employees.
Therefore, my client shall not release you from the agreement, which is binding upon both parties."
FUTURE,future with will and shall,C2,USE: LONG-TERM INTENTIONS WITH 'SHALL',Can use 'shall' to talk about long-term intentions. ,"I must believe, believe in myself and in everybody else, and mainly in what I look for, this way I shall never lose hope.
I shall always remember it as the city of lights.
I shall always keep it in mind, in order to keep my children close to me and avoid being hated.
I came to the conclusion that the Excel Academy is not worth the money our company paid and that we shall not send further candidates there."
FUTURE,future with will and shall,C2,USE: PREDICTIONS WITH 'SHALL',"Can use 'shall' to make predictions, usually in formal contexts.","Once more I invite you wholeheartedly to stay at my place and I hope we shall meet in November.
 we shall probably have several years more to live."
FUTURE,future with be going to,A2,FORM: AFFIRMATIVE,Can use the affirmative form.  ,"I 'm going to wear them on holiday.
It is going to start at half past four.
It's going to be hot.
We are going to take a taxi to get to the sports centre."
FUTURE,future with be going to,A2,FORM: QUESTIONS,Can use the question form. ,"What are you going to wear?
What colour paint are we going to use?
Are you going to come tomorrow evening?"
FUTURE,future with be going to,A2,USE: INTENTIONS,Can use the affirmative and question forms of 'be going to' talk about plans and intentions. ,"I'm going to use pink paint.
My mum is going to take us by car.
What time are you going to come? And what are you going to bring?"
FUTURE,future with be going to,A2,USE: PREDICTIONS WITH 'BE' ,Can use 'be going to' with 'be' to make predictions. ,"I think this Saturday is going to be a nice day.
It's going to be fantastic.
It is going to be great fun.
You should wear comfortable clothes because you are going to be hot."
FUTURE,future with be going to,B1,FORM: NEGATIVE,Can use the negative form. ,"I am not going to go to school tomorrow.
Also you can do whatever you want because there is not going to be an adult there to stop you."
FUTURE,future with be going to,B1,FORM: PAST,Can use the past form of 'be' + 'going to'. ► future in the past,"When we realized it was going to be an extremely hot day, we took water.
We were going to meet at 11.30 am but instead we will meet now at 2.30 pm at the same place."
FUTURE,future with be going to,B1,FORM: WITH ADVERBS,"Can use 'be' + 'going to' with a limited range of adverbs, after the auxiliary be form, in the normal mid position. ","I know that I 'm never going to forget this moment.
Although we are really happy with your new and, maybe, better job, we are really going to miss you."
FUTURE,future with be going to,B1,USE: FUTURE IN THE PAST ,Can use the past form of 'be going to' to refer to the future from a point in the past. ► future in the past,"She didn't know what was going to happen.
We were going to meet two days later in the square next to the centre."
FUTURE,future with be going to,B1,USE: INTENTIONS,Can use the negative form of 'be going to' to talk about plans and intentions.,"I'm not going to be able to meet you next Tuesday, because I have to go to the dentist at 5.30.
I'm sure I'm not going to live in Kutná Hora forever."
FUTURE,future with be going to,B1,USE: PLANS IN THE PAST,"Can use the past form of 'be going to' (often followed by 'but') to talk about a plan, sometimes one that may have changed.  ","We were going to get married two months ago but we broke up and I really didn't know why.
We were going to have a cup of coffee on Tuesday morning, do you remember?"
FUTURE,future with be going to,B1,USE: PREDICTIONS ,Can use 'be going to' with an increasing range of verbs to make predictions. ,"I think you're going to like it.
And don't you think you are going to miss your parents?
I think I am going to enjoy that class.
I think that I am not going to sleep tonight because tomorrow is an exciting and interesting day.
As a matter of fact, apart from teenagers programmes and children's cartoons, there is not much to watch, and this is not going to teach you many things about life!"
FUTURE,future with be going to,B1,USE: REPORTING,Can use the past form of 'be going to' as the reported form.► reported speech,"Fortunately, he was told his boss was going to be a bit late, so he had some time to go back home.
I was very worried but at the end he called me and told me he and his family were fine and that he was going to arrive tomorrow."
FUTURE,future with be going to,C1,FORM: WITH ADVERBS ,Can use 'be' + 'going to' with an increasing range of adverbs (particularly adverbs of certainty) in the normal mid position. ,"Mario Soares is already an old man, nearly 70, who is probably going to finish his active political life in 2 or 3 years.
As the new store is going to be the first and only one in Moscow, and, to make matters worse, it is going to be located close to our most successful outlet, it is undoubtedly going to have a detrimental effect on our company.
Additionally, many British people stay at Tall Trees Campsite, so I guess we would be forced to speak English all the time, which is also great because it is surely going to help us to improve our English skills."
FUTURE,future with be going to,C2,FORM: WITH ADVERBS ,Can use 'be' + 'going to' with a wide range of adverbs before the main verb. ,"But I don't know if I'm going to still live here.
First, I am going to briefly introduce the three main activities offered by the club.
Nobody is going to even look at you when your sister is there."
FUTURE,present continuous for future use,A2,USE: FUTURE ARRANGEMENTS,Can use the present continuous with a limited range of verbs to talk about future arrangements.,"I'm working this Saturday and Sunday morning.
We are having the meal at 7pm.
They are going back on 20th July."
FUTURE,present continuous for future use,A2,USE: QUESTIONS ABOUT THE FUTURE,Can use the present continuous with a limited range of verbs to ask about future plans.,"Are you coming?
It starts at 6. When are you coming?
Where are you going?"
FUTURE,present continuous for future use,B1,USE: FUTURE ARRANGEMENTS,Can use the present continuous with an increasing range of verbs to talk about future arrangements.,"I’m attending my grandmother’s funeral tomorrow.
We’re expecting a child very soon.
The movie is starting at 8 o’clock."
FUTURE,present continuous for future use,B1,USE: QUESTIONS ABOUT THE FUTURE,Can use the present continuous with an increasing range of verbs to ask about future plans.,"Are you visiting my country on your next holiday?
Why are you moving to a different area?"
FUTURE,present continuous for future use,B2,USE: FUTURE ARRANGEMENTS,Can use the present continuous with a wide range of verbs to talk about future arrangements.,"We’re throwing a party for fun on 5th January.
She is joining the course on Friday."
FUTURE,present continuous for future use,B2,USE: QUESTIONS ABOUT THE FUTURE,Can use the present continuous with a wide range of common verbs to ask about future plans.,"So are you planning to visit Japan then?
When is the festival starting and when is it finishing?
What kind of seminar materials are you providing?"
FUTURE,present simple for future use,A2,FORM: WITH 'WHEN',Can use the present simple with 'when' to refer to the future. ,"I'll tell you more when I meet you.
Can you, please, call me when you find it?"
FUTURE,present simple for future use,A2,USE: 'HOPE',Can use the present simple with 'I hope' to talk about hopes and wishes for the future.,"I hope you enjoy your holiday too.
I hope you come to visit me soon."
FUTURE,present simple for future use,A2,USE: TIMETABLES AND PLANS,Can use the present simple to talk about timetabled events in the future.,"It begins on 8 o'clock in the evening.
The class is on Monday.  It starts at 6:00 pm and finishes at 7:00 pm."
FUTURE,present simple for future use,B1,FORM: WITH 'AS SOON AS',Can use the present simple with 'as soon as' to refer to the future. ,"I'm planning to move as soon as I finish college because job opportunities in my area aren't good.
I will let you know as soon as I get the exact date."
FUTURE,present simple for future use,C1,FORM: WITH 'BY THE TIME',Can use the present simple with 'by the time' to refer to the future.," by the time he gets home, he will just want to go straight to bed.
By the time you arrive the information office at the airport will be closed, as at 11.00 o'clock a full day strike will start."
FUTURE,present simple for future use,C1,"USE: SUGGESTIONS, OBLIGATION ",Can use the present simple after speech act verbs expressing suggestions and obligation. ,"We would suggest that our management takes a closer look.
I recommend that we go to the theatre in Ginza where Miss Saigon is on.
Moreover, we insist that the agreement between you is legally binding ."
FUTURE,present simple for future use,C2,FORM: INVERSION WITH 'ONLY WHEN',Can use the present simple with 'only when' (followed by 'will' and inverted subject) to refer to the future.,"Only when we understand that, will we be able to live in better societies.
Moreover, I think that only when people manage this will they be able to move on with their lives and offer something new to humanity.
And, sadly, I also believe that only when something really catastrophic happens will citizens face reality and accept that measures must be taken."
MODALITY,adjectives,A2,FORM: 'BE' + 'SURE' + CLAUSE ,Can use 'I' + 'be' + 'sure' + clause.,"I'm sure I can beat you at chess.
I am not sure what I want to do but I am sure we will find something to do.
I’m sure that you will love it."
MODALITY,adjectives,B1,FORM: 'IT' + 'BE' + 'IMPORTANT' + CLAUSE ,Can use 'it' + 'be' + 'important' + ('that') clause. ,"It's important that you take breaks and don't work all the time.
It's important that you eat healthy food.
I think it's important that you analyze each point to decide what to do."
MODALITY,adjectives,B1,"FORM/USE: 'IF'-CLAUSE + 'POSSIBLE', POLITENESS","Can use 'if-' clauses + 'possible', as a politeness strategy. ","If it is possible I would like to pay by credit card.
If possible, please re-deliver the same goods right now.
I'm not free at 6 so I'd change it to 9 if it's possible.
If it's possible, could you send the cards to my office in London?
I would prefer the 15th of July if it is possible.
The opening hours are quite convenient but, if possible, I would like the pool to open a bit earlier - at 8.30 am, for example."
MODALITY,adjectives,B1,"FORM/USE: 'IT' + 'BE' + ADJECTIVE + INFINITIVE, HEDGING, EMPHASIS","Can use 'it' + 'be' + adjective + 'to' + infinitive, to make an assertion more or less direct. ","Our sales department staff are heavily involved in several international projects, so it is necessary to improve their foreign language skills.
But sometimes it's essential to do what your parents want you to do.
In the centre of town it is possible to do more activities after school.
It was impossible to install the system."
MODALITY,adjectives,B1,FORM: 'IT' + 'BE' + ADJECTIVE + 'FOR' + OBJECT + INFINITIVE,Can use 'it' + 'be' + adjective + 'for' + object + 'to' + infinitive.,"If you have to choose between two schools, I think it's important for you to know what they’re like.
It's impossible for me to meet with you at six o'clock.
It is important for everyone to attend this meeting.
It's essential for me to go because I think I can't study physics by myself."
MODALITY,adjectives,B2,FORM: 'IT' + LINKING VERB + ADJECTIVES + CLAUSE,Can use 'it' + linking verb + adjective + ('that') clause. ,"It seems clear to me that swimming is good for the whole body.
It is obvious that some people prefer reading books.
It is possible that we can be educated by TV.
It seems obvious that it is not necessary."
MODALITY,adjectives,B2,"FORM/USE: 'IT' + LINKING VERB + ADJECTIVES + CLAUSE, HEDGING",Can use 'it' + linking verb + adjective + ('that') clause to make an assertion less direct.,"It does not seem possible that we can live without any private life.
It is likely that by reading books we will learn some new words and phrases so that we will be able to write better.
It is possible that only one computer will do this."
MODALITY,adjectives,B2,FORM: SUBJECT + 'BE' + ADJECTIVE + 'TO' + INFINITIVE ,Can use pronoun or noun + 'be' + adjective + 'to' + (past) infinitive. ,"They are unlikely to arrive on Friday.
We are sure to increase our turnover and at least our profit.
Whenever money is involved, some problems are likely to happen.
If you see a movie, it is likely to have been made with computers."
MODALITY,adjectives,B2,"FORM/USE: 'IT' + LINKING VERB + ADJECTIVES + ('THAT') CLAUSE, FOCUS",Can use 'it' + linking verb + adjective + ('that') clause as a focusing device.,"It is clear that we can't live without computers today.
It seems obvious that this oil comes from the gas station.
Computers became part of the human life style because they help us to make our lives easier, but it is clear that we should never depend on machines to handle our lives.
Due to the introduction of a new staff appraisal form, it is crucial that you take part.
It's obvious you can't ride forty kilometres twice a day, unless you're very sporty.
It is essential that you know the advantages of our new product in order to sell this bag efficiently."
MODALITY,adjectives,C1,"FORM/USE: MODIFYING ADJECTIVES, HEDGING","Can modify adjectives with degree adverbs, often to make an assertion less direct.","If you want to come earlier or if there's a public transport strike , you will have to take a taxi.
It is almost certain that we'll have fights in the future but we will probably overcome them."
MODALITY,adjectives,C1,"FORM/USE: MODIFYING ADJECTIVES, EMPHASIS","Can modify adjectives with adverbs, often for emphasis.","It is painfully obvious that it will rescue our city from the pollution and fumes that cars are producing.
It is highly unlikely that the goods can vanish from your warehouse without that being noticed."
MODALITY,can,A1,FORM: AFFIRMATIVE,Can use the affirmative form.,"You can see a lot of special places in Wroclaw.
You can make a quick snack, for example, a sandwich."
MODALITY,can,A1,FORM: NEGATIVE ,Can use the negative forms.,"I cannot come to see you.
I'm very nervous and I can't say anything."
MODALITY,can,A1,FORM: QUESTION ,Can use the affirmative question form.,"Can you come for dinner Monday at 6.00 pm?
Can we go to the park on the Sunday?"
MODALITY,can,A1,USE: ABILITY,Can use 'can' to talk about ability to do something. ,"I can cook.
I can write English.
He cannot go up stairs.
I can’t read very well."
MODALITY,can,A1,USE: OFFERS,Can use 'can' to make an offer. ,"Can I help you?
What can I do for you?
How can I help you?
If you want, I can come to your house and I can help you with for example some housework on Sunday this weekend."
MODALITY,can,A1,USE: POSSIBILITY,Can use 'can' to talk about possibility.,"The shop is next to the post office. There you can find milk, juices and sweets but you can't buy meat.
I cannot see you today.
I'm sorry I can't see you now because I am very busy at work."
MODALITY,can,A1,USE: REQUESTS,Can use 'can' to make a request.,"Can you come on Sunday at seven o’clock?
Can you call me?"
MODALITY,can,A2,USE: PERMISSION,Can use 'can' to give and refuse permission or talk about what is forbidden.,"You can wear anything you want.
You can’t bring your mobile phone.
You cannot wear jeans or flip-flops."
MODALITY,can,B1,FORM: NEGATIVE QUESTIONS,Can use the negative question forms in main clauses and question tags.,"Can't you go with your parents some time and with your friends later?
Why can't she visit them alone and I can relax at the beach?
You can ask your parents what they think you should do, can't you?"
MODALITY,can,B1,FORM: WITH ADVERBS,"Can use 'can' with a limited range of adverbs (including 'also', 'always', 'even', 'just', 'only', 'really', 'still') in the normal mid position after the modal verb.   ► adverbs","You can also write postcards and letters to your friends.
I can only tell you what I think about it, because you have to decide.
I can't even remember the girl's face.
The trouble is that I can't really afford it."
MODALITY,can,B1,USE: GENERAL TRUTHS AND TENDENCIES,Can use 'can be' to talk about general truths and tendencies.," spending an entire summer without your friends can be very boring.
Sitting all day long in front of a computer can be very stressful.
The centre of town can be more dangerous and noisy."
MODALITY,can,B1,USE: SURPRISE,Can use 'can you believe' to express surprise.,"They invented a robot which plays football, can you believe this?
It cost me £50! Can you believe that! It was expensive but worth it!"
MODALITY,can,B2,FORM: WITH ADVERBS,"Can use 'can' with an increasing range of adverbs (including 'easily', 'hardly', 'now', 'probably', 'sometimes', 'still') in the normal mid position after the modal verb or after the subject in questions.  ► adverbs","In case you need them , I can easily provide references.
On the other hand you can hardly imagine an evening when you are sitting in your armchair, the tea is on the table and you are reading your favourite novel on a computer screen.
As you read her book, you can probably imagine what kind of personality she has got, and after finishing it, you will be more cheerful than before."
MODALITY,can,B2,USE: GENERAL TRUTHS AND TENDENCIES,Can use 'can' to talk about general truths and tendencies.,"some young people can feel bored when they have to walk a lot and look at  very old things.
Too much work can cause stress and heart problems."
MODALITY,can,B2,USE: GUESSES AND PREDICTIONS,"Can use the negative forms of 'can't' and 'cannot' to guess, predict and deduce.","You look very pale and you can’t be feeling well.
I think that it can’t be true.
He can't be; he is too young.
It cannot be any good for these animals to be taken away from their natural surroundings."
MODALITY,can,B2,USE: REPROACHES AND APPEALS,Can use negative forms of 'can' to make reproaches or appeals.,"You can’t forget your friends.
he can't go on behaving like this.
Please, listen, you can't go on studying so hard.
You have to realise that you cannot work all the time: your body needs some rest.
Can't you see how exhausted you are?"
